age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,profit
20, Private,224424,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,202125,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
23, Private,62339,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,182771,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc,97847,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Private,175441,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, State-gov,185338,13, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
62, Private,93997,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
34, Private,81206,9, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Federal-gov,212600,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40,, >50K
25, Private,156163,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40,, <=50K
77,,147284,9, Widowed,, Not-in-family, White, Female,0,0,14, United-States, <=50K
21, Private,160968,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc,93206,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,65, United-States, >50K
25, Self-emp-not-inc,245369,9, Separated, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private,198513,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
46, Private,226032,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,16, United-States, >50K
51, Private,199995,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
23,,69510,13, Never-married,, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private,150309,10, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1887,40, United-States, >50K
48, Private,45612,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,37, United-States, <=50K
19, Private,246652,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
56, Federal-gov,155238,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
50, Federal-gov,193116,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Private,188644,3, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, Mexico, <=50K
40, Private,225432,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
43, Private,163434,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private,105686,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,168334,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, <=50K
53, Private,113995,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
17, Private,99161,6, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
29, Private,75648,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
52, Self-emp-not-inc,140985,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,99999,0,30, United-States, >50K
41, Private,112656,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private,134912,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
52, Private,183618,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,107665,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private,185177,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,22, United-States, <=50K
17, Private,121287,5, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private,113770,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,177937,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
40,,397346,12, Divorced,, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,271933,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
23,,211601,11, Never-married,, Own-child, Black, Female,0,0,15, United-States, <=50K
34, Local-gov,234096,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private,49570,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,346871,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
36,,168223,13, Never-married,, Own-child, White, Female,0,0,40, United-States, <=50K
28, Local-gov,98590,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc,175485,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,31053,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,196337,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
49, Self-emp-not-inc,285858,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32,,30499,13, Divorced,, Unmarried, White, Female,0,0,32, United-States, <=50K
17,,89870,6, Never-married,, Own-child, White, Male,0,0,40, United-States, <=50K
34, Federal-gov,191342,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
52, Federal-gov,154521,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, United-States, >50K
24, Private,118657,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,356250,15, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, China, <=50K
44, Private,176063,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
63, Private,294009,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
45, State-gov,142167,14, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40,, <=50K
46, State-gov,76075,11, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private,113838,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
27, Private,72208,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
60, Private,227468,10, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private,446771,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private,104830,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private,322585,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc,192251,6, Married-civ-spouse, Other-service, Wife, White, Female,2635,0,40, United-States, <=50K
27, Private,208249,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,62, United-States, <=50K
35, Private,108907,9, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private,116613,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Portugal, <=50K
52, Private,108435,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Greece, >50K
46, Private,44671,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,250967,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,48, United-States, >50K
40, Private,346189,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private,355850,7, Never-married, Transport-moving, Own-child, White, Male,0,1602,15, United-States, <=50K
56, Local-gov,216824,15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
30, Private,176871,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Local-gov,203953,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, >50K
25, Private,226891,11, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40,, <=50K
27, Private,335421,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private,267912,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,187870,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
30, Self-emp-not-inc,173854,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
48, Private,180532,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,292120,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
44, Private,120277,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
53, Private,81794,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc,96798,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
43, Private,33658,10, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,3004,40, United-States, >50K
20,,238685,7, Divorced,, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,182689,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc,167149,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
23, Private,325921,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
48, Private,48885,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private,361888,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,, >50K
24, State-gov,390867,14, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc,177271,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
53, Private,144361,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
45, Private,99179,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,215306,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
44, Self-emp-not-inc,460259,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
63, Self-emp-not-inc,52144,10, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private,377622,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov,187686,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private,213427,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private,287480,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private,315476,10, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
51, Private,249449,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
45, Private,179428,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
46, Self-emp-inc,192779,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
24, Private,184839,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov,387250,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
62,,160155,4, Married-civ-spouse,, Husband, White, Male,6418,0,40, United-States, >50K
26, Private,176756,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,146378,10, Never-married, Other-service, Own-child, White, Female,0,0,40,, <=50K
24, Private,163665,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private,168854,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
68, Self-emp-not-inc,150904,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
20,,58740,10, Never-married,, Own-child, White, Male,0,0,15, United-States, <=50K
46, Self-emp-not-inc,43348,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States, >50K
36, Self-emp-not-inc,175769,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
57, Private,257200,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,180667,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,141592,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Federal-gov,303817,10, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private,34292,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
53,,155233,8, Married-civ-spouse,, Wife, White, Female,0,0,40, Italy, <=50K
27, Private,177761,10, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, <=50K
56, Private,174209,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
62, Private,155915,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,65325,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
35, Private,146091,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,76044,14, Divorced, Prof-specialty, Unmarried, Other, Male,4787,0,35, Mexico, >50K
42, State-gov,126094,9, Separated, Adm-clerical, Unmarried, White, Male,0,0,39, United-States, <=50K
32, Private,147921,15, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, State-gov,120268,10, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
50, Private,89534,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov,340899,16, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
39, Private,269548,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, Mexico, <=50K
50, Private,177896,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
65, Self-emp-not-inc,169435,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States, >50K
23, Private,263886,10, Never-married, Sales, Not-in-family, Black, Female,0,0,20, United-States, <=50K
49, Private,160167,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,139268,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-not-inc,263568,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35,,153926,9, Married-civ-spouse,, Wife, Black, Female,0,0,40, United-States, <=50K
54, Private,76268,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
48, Private,148254,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,16, United-States, >50K
20, Private,147344,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private,372317,5, Separated, Other-service, Unmarried, White, Female,0,0,23, Mexico, <=50K
38, Private,205852,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private,243867,10, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, United-States, <=50K
23, Private,160398,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc,200681,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-inc,99309,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private,191982,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private,182567,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,, >50K
58, Federal-gov,243929,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
52, Private,416059,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc,200479,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private,34443,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private,121321,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States, <=50K
27, Private,213225,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,45, England, >50K
29, Private,156819,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
19, Private,417657,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc,130126,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private,352207,11, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private,374454,9, Divorced, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private,283092,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,35, Jamaica, <=50K
65, Private,105491,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
46, Self-emp-not-inc,113434,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,471768,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,32, United-States, <=50K
56, Private,147055,5, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private,29865,9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
21, Private,383603,6, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private,318644,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
45, State-gov,231013,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,297991,12, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
25, Private,257562,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
50, Self-emp-inc,120781,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, South, >50K
48, Self-emp-not-inc,317360,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
50, Self-emp-not-inc,240612,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Private,209900,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
24, Private,44738,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Private,108859,9, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private,123007,9, Never-married, Adm-clerical, Other-relative, White, Male,0,2001,30, United-States, <=50K
23, Private,220874,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private,186785,9, Never-married, Sales, Not-in-family, White, Male,0,1876,50, United-States, <=50K
35, Private,393673,10, Never-married, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Private,198341,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,55, India, >50K
19,,117201,10, Never-married,, Own-child, White, Male,0,0,22, United-States, <=50K
42, Private,179524,13, Separated, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Local-gov,285060,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,41, United-States, >50K
28, Private,314177,6, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
46, Private,157991,11, Divorced, Tech-support, Unmarried, Black, Female,0,625,40, United-States, <=50K
24, Private,611029,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
68, Private,204680,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
29, Private,334277,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private,178506,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private,205865,9, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private,112181,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,12, United-States, >50K
22, Private,205940,13, Never-married, Adm-clerical, Own-child, White, Female,1055,0,30, United-States, <=50K
26, Self-emp-not-inc,223705,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
49, Private,142287,10, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,182342,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc,125892,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
21, Private,204641,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private,324609,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
62,,181782,9, Married-civ-spouse,, Husband, White, Male,0,0,15, United-States, <=50K
34, Private,199539,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
22, Private,174043,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Federal-gov,586657,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
66, Private,97847,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
65, Self-emp-not-inc,178878,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
58, Private,248739,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, United-States, >50K
47, Private,168262,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
31, Private,134613,11, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,43, United-States, <=50K
28, Private,179191,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
36, Private,31438,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,43,, <=50K
21, Private,235442,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc,160369,6, Divorced, Farming-fishing, Unmarried, White, Male,0,0,25, United-States, <=50K
18, Private,79443,7, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
52, Private,74024,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private,218184,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
64, Private,125684,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,270436,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private,48034,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
24, Private,375698,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
30, Private,159589,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,50, United-States, >50K
34, Private,52537,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,30, United-States, <=50K
31, Private,123430,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Mexico, <=50K
40, Self-emp-not-inc,199303,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov,79440,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
33, Private,217460,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private,155433,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
21, Self-emp-not-inc,103277,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,4508,0,30, Portugal, <=50K
30, Private,126242,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
23, Private,413345,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private,188626,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
33, Private,221324,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private,53197,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18,,326640,9, Never-married,, Own-child, White, Female,0,0,20, United-States, <=50K
60, Local-gov,195453,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, State-gov,148316,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
18, Private,169882,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
23, Private,273010,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,151584,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,46, United-States, <=50K
69,,262352,10, Married-civ-spouse,, Husband, White, Male,0,0,32, United-States, <=50K
40, Federal-gov,298635,14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,40, Philippines, >50K
57, Local-gov,189824,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,40, United-States, >50K
42, Private,222011,10, Divorced, Sales, Unmarried, White, Female,0,0,43, United-States, <=50K
58, Self-emp-not-inc,195835,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private,200352,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
55, Federal-gov,145401,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private,118921,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,60, United-States, <=50K
33, Private,168030,9, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
54, Private,83103,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,67, United-States, <=50K
41, Private,206470,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
22, Private,174461,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
20, Private,217467,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private,114413,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
29, Private,99369,13, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, United-States, <=50K
43, Private,234220,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Cuba, <=50K
63, Private,268965,8, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Federal-gov,114365,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, State-gov,187686,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
28, Private,360224,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
47, Private,167159,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4650,0,40, United-States, <=50K
40, Self-emp-not-inc,204235,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
